Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,19180,19700,19280,19730,19860,22990,22460,22100,20220,23170
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,496046283909.912,543285805981.272,526784533342.356,543279945585.475,532503873506.197,578797881161.256,553192718970.811,504056262296.987,408849126662.525,456139416429.383
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,800317625387.391,831394119044.485,822682190485.563,850943025659.001,865728756874.78,1012802784989.8,999331043693.004,993132231271.456,917722295557.325,1061536885334.08
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.5019865298875,17.3057789012596,17.2628810064651,17.0707048841583,17.6632278606203,18.2125671747754,16.6138850156371,14.2100303992191,14.1305954579395,17.4742275142009
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,6.63636508254823,7.45807793886144,7.06113037765277,9.22569178201485,8.98239130251102,9.2054192542743,5.40298410981277,5.21279058881723,6.90388925607922,4.42289139264312
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,95,89,90,89,94,86,77,81
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.2886829096862,14.7167556136651,14.0013150558519,11.7805740385254,13.5667926798789,13.9693177780045,16.3258502050892,14.7057366680037,13.6089274859868,14.9452529001736
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,5,5,5.1,..,4.9,5.1,5,4.7,4.8,..
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.4290570649122,24.0058814423072,24.2773944936602,23.153056135905,22.0541072112108,21.782123219335,23.7195923321304,23.1578477391434,22.1805729052757,23.5794730059849
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,22.3148806733049,23.9487984162746,40.2829716315506,26.5799916024707,41.1193799882279,26.0063792819079,42.0336689575031,49.1955790596612,40.0768830264559,54.1524119419346
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.467,76.491,76.755,76.76,76.308,76.833,76.999,77.284,75.892,..
Argentina,ARG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.0990432264413,27.2460417167365,25.4864119079835,19.6703052646326,20.4045915355847,19.5114056862345,24.2488972103555,25.5139752105168,25.2212334248001,28.9638919400339
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.784824721019786,0.837736430159436,0.878100919364039,0.850128583186764,0.813140077928875,0.856137916373543,0.745498854953045,0.706186670516138,0.726855652396672,0.565318000558816
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,153.3349717,158.9154655,142.9902363,142.9639551,145.9179567,140.5014607,131.9371685,125.9409814,121.6001889,130.4550081
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,13.3,12.7,12.1,11.5,10.9,10.3,9.7,9.1,8.6,..
Argentina,ARG,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,167.1272495,156.4980784,153.2871405,146.3443414,155.244929,150.7457768,152.5529498,151.2264533,152.1617937,..
Argentina,ARG,Net migration,SM.POP.NETM,3127,5369,5801,5522,5215,4926,4690,4478,2344,2344
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,177750000,34729999.5422363,48790000.9155273,-18870000.8392334,2619999.88555908,-1169999.95708466,73110000.6103516,8810000.4196167,101279998.779297,..
Argentina,ARG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,577532962.100773,535004409.367289,505346891.730357,494433532.139966,391579047.663514,479937459.808431,522441503.008565,561398444.719758,651020615.830325,911591594.092384
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,15.2495426957383,15.421160233713,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267,16.2585100979651,16.4208266190179,16.580892611147,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989
Argentina,ARG,"Population, total",SP.POP.TOTL,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763,45808747
Argentina,ARG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.6,0.6,0.6,..,0.7,0.4,0.8,0.8,1.1,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,30.3,25.7,32,35.5,42,..
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,2,..,..,..
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,103.352249145508,101.645011901855,103.106437683105,102.973739624023,103.893569946289,99.962760925293,98.7062530517578,98.5472412109375,101.345207214355,..
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,21.182234604867,21.5652829643596,22.3322943705014,22.1490803040164,21.2567013071388,19.3371239744582,17.7024483876111,18.7362995826707,17.487774002472,..
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,114.227172851563,112.011947631836,111.459671020508,111.303413391113,110.739181518555,109.74146270752,109.659172058105,109.516296386719,108.878768920898,..
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.03461003303528,1.03136003017426,1.03122997283936,1.02838003635406,1.02081000804901,1.01962995529175,1.02131998538971,1.02056002616882,1.0242600440979,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.47647857666,105.041412353516,106.03556060791,106.946472167969,108.462333679199,108.733596801758,107.647277832031,108.230842590332,110.128219604492,..
Argentina,ARG,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,85.5555555555555,76.6666666666667,83.3333333333333,95.5555666666667,88.8889,85.5555666666667,81.1111,80,78.8889,..
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.9528415127413,12.4529027558077,12.6109666067191,12.3365069418291,12.0972836411962,10.939623860491,9.99239008384335,10.5943975145081,10.8715360069805,..
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,7.52859334896618,7.40512875012761,7.40512875012761,9.39316507147205,9.39797629654303,9.39797629654303
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,24.5,24.5,24.5,24.5,24.5,24.5,11,11.5,..,..
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,14.0668140317666,17.1374562078243,20.1697253607257,24.733642858859,34.9283398192354,51.7302547597257,51.5485845475577,50.8330976382054,42.949965730955,28.8322586725182
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.28077370283392,1.25948243003778,1.2396386789085,1.21579706300955,1.19260291906809,1.17019595911431,1.14760215897919,1.12501972603644,1.10041505272326,1.07551503856124
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,12.302,12.1846,12.0672,11.9498,11.8324,11.715,11.3258,10.9366,10.5474,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.26753394268406,2.28565217787462,2.22088493848043,2.37595522714462,2.40453009222111,2.70322055368689,2.45811026057792,2.11618847711384,2.01210323364172,2.30660266032948
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,3.22520325203252,3.89186991869919,3.75264227642276,1.8739837398374,2.15914634146341,2.45094336788618,2.5254882398374,1.98833568292683,..,..
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.2,99,99.8,98.8,98.8,99.4,98.7,98.8,..,..
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.0220422280855,16.4423157091219,15.8304215213482,15.863288004258,15.914657116179,15.8232417405578,15.5034862846486,15.2536183403361,..,..
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,67.8,..,..,..,66.9,..,..,..,..,..
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..,..,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,..,..,..,..,..,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.4993440769616,19.9857077588126,21.0963738828485,20.0680710032927,19.272258011581,21.231183492644,21.8734041196439,24.1515391092117,24.0082830210698,22.0751685117277
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.92,1.855,1.826,1.814,1.752,1.741,1.74,1.657,1.581,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57550426822.6138,54465480054.6771,63202728079.4529,46892808567.8516,42969505135.1666,48198614234.959,61324623202.6662,39101199005.419,18700681395.2744,29126627751.2862
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1309654.6,1316751.4,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1546892142709.84,1576380424746.08,1467545212521.8,1350615691821.28,1206535157956.03,1326516328531.56,1428288504767.07,1392227864397.08,1326901059123.21,1552667363236.06
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.902007806318,2.57875428825342,2.57901711177597,2.1527359059391,2.73054799209893,2.28218364248465,2.88304512347683,2.1713962244835,-0.0508853360838941,2.23621243944461
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,60270,66050,65180,60490,54080,51490,53100,54900,53620,57170
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,41540,44770,45660,45310,46140,47090,48620,50080,52160,55660
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1370062074468.14,1527688993739.46,1530249413872.38,1440511602259.31,1308208564899,1266302396820.68,1325700974634.62,1391302270540.37,1375742771966.86,1468490040176.36
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,944456745113.19,1035357049815.39,1071860785176.34,1079145492508.27,1116114404243.41,1158055244042.01,1213931146767.25,1269039432489.41,1338141048914.63,1429735249784.74
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.7228138565075,27.883147260849,26.7343802096463,26.280889912863,25.4164308751896,24.1073601284492,24.5594488327857,23.3022177494962,22.2459434869215,22.7622897118321
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,17.2803118305857,18.0024569081412,18.9827747031452,19.6853148062394,20.6098142642049,18.0893930210522,18.176920841265,21.3110317218086,21.4872208297085,22.3902304215337
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,94,95,95,94,94,94,93,93
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.6673910261196,21.2891913949774,21.3753685262765,21.5550374082505,21.550576819355,20.7201613801918,21.5161440003039,21.675186593329,20.2251510630871,17.7948768973942
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,..,7.4,..,7.4,..,7.3,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.3845042181717,25.1973643961788,25.5787418592678,23.6935141578446,22.3299254677721,23.4734721075625,24.1439568878264,25.3167424649892,25.4062827896948,25.5235123309295
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.79316835527594,-0.153610470416552,1.42580443341605,-0.594336116311538,-0.605177488071192,3.74325877767707,1.82915392037633,3.39772301032441,1.73972809592115,2.80089983637042
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,33.461608971214,31.4087254718197,32.5255396513318,29.3336588934304,32.2224344177931,34.6705871694105,34.4807087893153,35.3799124838887,34.8667292726188,39.0292225075814
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.67101138426002,1.63970803440996,1.77227997605856,1.95091845038356,2.08449685196637,1.9992079977286,1.8901120808278,1.8740255612767,2.01178828555605,1.97842253315993
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,107.0777947,107.910329,106.7765212,108.1853261,109.7343698,108.4165835,110.6519296,108.5886162,106.9417431,104.509498
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.3,4.1,4,3.9,3.8,3.8,3.7,3.7,3.7,..
Australia,AUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,181.8145129,176.8117884,164.9852955,148.1965091,147.9984555,172.4928872,175.7199208,192.9905599,194.4375285,..
Australia,AUS,Net migration,SM.POP.NETM,235719,214564,198120,209466,242184,244875,220307,235860,117929,117929
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2405316866.64118,2442450025.17865,2329656676.96023,2174651380.40477,2056844753.41069,2001928453.24729,1861417361.33186,1752198311.23879,1186972699.81091,922279965.020142
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19736584148247,3.24578498235834,3.29435141874306,3.33531231068042,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.65339053503068,1.50299298221362,1.48520844681971,1.23570107988933,0.127728295728263
Australia,AUS,"Population, total",SP.POP.TOTL,22733465,23128129,23475686,23815995,24190907,24594202,24966643,25340217,25655289,25688079
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,0.5,..,0.5,..,0.5,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.4435826196393,24.4653751583146,24.3744983882742,24.5217627001703,24.8687511236545,24.8251108124274,25.8351762557425,26.086027371645,25.3106006604795,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.984451293945,105.993850708008,105.457092285156,101.599906921387,100.744407653809,100.338981628418,100.160591125488,99.7271499633789,99.0216064453125,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,0.925260007381439,0.925170004367828,0.937539994716644,0.968850016593933,0.964070022106171,0.979290008544922,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,157.167663574219,153.013198852539,150.311477661133,132.772888183594,140.646041870117,134.45051574707,..
Australia,AUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.1069901131601,21.9553816536045,21.9079605429011,21.8829486756956,22.2770760006709,22.0918702681558,23.1974319385011,23.4130769701014,22.6119503645166,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,28.5918417236676,29.7087937305528,29.7087937305528,29.7087926208931,30.395527849221,32.1204150724308
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,..,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.86533013697943,1.83817579922612,1.60845510176755,1.55480059894141,1.67739012761928,1.77452889208332,1.62863721493696,1.61533578272113,1.3714627263914,0.267934456197247
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.053,63.0646,62.0762,61.0878,60.0994,59.111,57.8858,56.6606,55.4354,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.16832822196745,4.5068861822272,4.32561053706441,4.31914942775652,4.89135358685971,4.60059169424122,4.42039930378329,4.20501409570354,5.89324626563148,6.89128329164898
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.23406641936054,1.19069731496202,1.14859565447801,1.1280692457163,1.17134781840664,1.16021904257198,1.14131778837661,1.2441264794206,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99,98,98.4,98.2,98.6,98.7,98.8,99.1,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.27140323689344,2.4134232194084,2.51460176559425,2.36534062149377,2.16127283490961,2.18934835043912,2.06498086163178,2.05068507848387,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,80.2,..,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2492.83786417253,2560.09555974195,2610.99928167575,..,..,..,..,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1408.85252774701,1456.10904746834,1490.42584610757,..,..,..,..,..,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.8775390673678,11.7422306432624,11.0119428225147,12.9001914177405,12.4666790443888,12.5189678700669,14.6349994952986,14.1229191903622,16.7950684328172,20.0972752064952
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,440496598192.8,483734834011.9,556919631071.7,543397356309.8,543257228545.3,543000326110.9,557742529134.6,568690159150.8,549263187525.6,606484605480.6
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.767,1.748,1.767,1.777,1.709,1.736,1.749,1.703,1.649,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,92568388321.34,75211029129.4,87713983217.24,64738153494.44,74294627801.19,68885491315.23,78162724370.35,69174411753.43,37786286307.45,46441108226.69
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5085023.4,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1795700168991.49,2063507864886.88,1916947014067.55,1873274432754.47,1448559976218.19,1608981456325.08
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.92117598576537,3.00482266944432,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.87867633397198,4.61942162067312
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12270,12750,12080,10160,8890,8670,9140,9220,7820,7740
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14620,15320,15370,14420,13910,14210,14550,14890,14480,15600
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2453822537790.54,2571096779198.79,2456973476351.73,2084231874786.18,1839984300138.5,1808497783392.04,1920055005017.81,1953064172577.67,1666970976815.74,1658600479667.81
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2923719823247.29,3090347659227.13,3127764536936.54,2958026429302.9,2876740136515.87,2962271099133.41,3058475755190.9,3154294912145.58,3086112276640.51,3343313239305.32
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.4172253819505,21.6937669589669,20.5484107692172,17.4116258682972,14.9695469657992,14.6255875996264,15.0950416275172,15.5167908269592,15.9306220548319,18.919750156211
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.8872133264759,11.9697168242237,12.3710552617293,14.485714883982,15.999958400192,14.3117190041583,14.7439120323979,14.0664586517771,11.3500476471567,9.00153466515671
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,98,97,96,95,91,92,91,79,73
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.2367345454394,14.0437266822704,13.6734629958056,14.0534345182709,12.0670030360511,11.8007665046081,14.241203879248,14.7673386789326,16.0953836716373,19.0788469417053
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.4,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.1336473656008,21.2248099517239,20.4724627523359,19.3600439758784,18.3547582819084,18.1885023124362,18.7490514539899,18.7546275752859,17.7016526354564,18.8581281523121
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.9431269413538,7.50456453292993,7.84670974352809,7.56617501207116,8.10360435870246,3.67138451275035,4.49353433137021,4.22425886899158,5.14022239704326,11.0963704317785
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.552,73.918,74.306,74.332,74.442,74.827,75.109,75.338,74.009,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,19.2827837046914,19.6063022995454,18.798338695608,20.3772650662874,18.0862042343294,18.4560963629221,22.1565852829062,22.1157665292441,25.9234002157352,32.0392132534216
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.37865646470437,1.32944608407492,1.330244423168,1.36551715396161,1.34797541299482,1.41448561149999,1.46967772350671,1.37945692518112,1.35547020275614,1.19080984797947
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,124.1756934,134.3929329,137.9776265,125.6477067,117.9869738,106.1217992,99.64002652,95.38505233,96.54706819,102.48887
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,17.2,16.7,16.3,15.9,16.7,15.4,15.2,14.9,14.7,..
